,Country,AQI.Value,AQI.Category,CO.AQI.Value,CO.AQI.Category,Ozone.AQI.Value,Ozone.AQI.Category,NO2.AQI.Value,NO2.AQI.Category,PM2.5.AQI.Value,PM2.5.AQI.Category
19122,155,35,0,1,0,35,2,1,0,27,0
19123,122,72,1,0,0,26,1,0,0,72,1
19124,71,63,1,1,0,9,0,4,1,63,1
19125,46,52,1,1,0,11,0,3,1,52,1
19126,71,43,0,0,0,14,0,3,1,43,0
19127,19,41,0,1,0,10,0,0,0,41,0
19128,90,120,2,1,0,13,0,0,0,120,2
19129,76,52,1,1,0,28,1,8,2,52,1
19130,91,88,1,0,0,44,3,0,0,88,1
19131,64,38,0,1,0,38,2,1,0,21,0
19132,93,66,1,1,0,40,2,1,0,66,1
19133,133,68,1,1,0,36,2,2,1,68,1
19134,79,103,2,1,0,39,2,1,0,103,2
19135,155,35,0,1,0,35,2,1,0,21,0
19136,79,39,0,1,0,39,2,0,0,8,0
19137,71,30,0,1,0,9,0,1,0,30,0
19138,164,50,0,1,0,26,1,11,2,50,0
19139,166,21,0,0,0,21,0,0,0,7,0
19140,71,69,1,2,1,8,0,6,2,69,1
19141,37,35,0,1,0,35,2,1,0,31,0
19142,95,29,0,1,0,13,0,1,0,29,0
19143,1,22,0,0,0,22,1,0,0,4,0
19144,168,40,0,1,0,9,0,1,0,40,0
19145,108,35,0,1,0,34,2,4,1,35,0
19146,164,88,1,2,1,10,0,20,2,88,1
19147,46,154,3,4,1,0,0,14,2,154,3
19148,122,85,1,0,0,26,1,0,0,85,1
19149,26,29,0,1,0,2,0,2,1,29,0
19150,164,43,0,1,0,43,3,5,2,43,0
19151,123,56,1,1,0,35,2,2,1,56,1
19152,123,62,1,1,0,44,3,1,0,62,1
19153,123,35,0,1,0,26,1,0,0,35,0
19154,129,36,0,0,0,33,2,1,0,36,0
19155,94,14,0,1,0,5,0,0,0,14,0
19156,57,24,0,2,1,7,0,0,0,24,0
19157,133,94,1,1,0,25,1,3,1,94,1
19158,110,34,0,1,0,34,2,0,0,5,0
19159,133,34,0,0,0,33,2,1,0,34,0
19160,164,44,0,1,0,21,0,12,2,44,0
19162,125,150,3,3,1,150,3,2,1,96,1
19163,125,47,0,1,0,31,1,1,0,47,0
19164,123,39,0,1,0,37,2,1,0,39,0
19165,123,45,0,1,0,39,2,1,0,45,0
19166,125,136,2,2,1,136,3,2,1,81,1
19167,125,207,4,5,1,207,3,6,2,156,3
19168,125,120,2,2,1,120,3,1,0,81,1
19169,168,84,1,2,1,2,0,7,2,84,1
19170,37,59,1,1,0,21,0,5,2,59,1
19171,122,159,3,4,1,127,3,1,0,159,3
19172,22,69,1,2,1,20,0,1,0,69,1
19173,86,31,0,1,0,15,0,3,1,31,0
19174,87,68,1,1,0,35,2,2,1,68,1
19175,133,79,1,1,0,27,1,3,1,79,1
19176,7,31,0,0,0,31,1,0,0,30,0
19177,133,69,1,1,0,37,2,1,0,69,1
19178,110,41,0,1,0,15,0,3,1,41,0
19179,109,62,1,1,0,34,2,0,0,62,1
19180,133,36,0,0,0,33,2,1,0,36,0
19181,133,63,1,1,0,29,1,2,1,63,1
19182,83,52,1,1,0,22,1,2,1,52,1
19183,122,139,2,1,0,25,1,1,0,139,2
19184,155,31,0,1,0,23,1,4,1,31,0
19185,164,49,0,1,0,20,0,10,2,49,0
19186,15,275,4,15,1,8,0,20,2,275,4
19187,129,34,0,0,0,34,2,1,0,34,0
19188,90,60,1,1,0,19,0,0,0,60,1
19189,15,181,3,7,1,8,0,19,2,181,3
19190,51,47,0,2,1,21,0,6,2,47,0
19191,123,42,0,1,0,42,3,0,0,28,0
19192,122,73,1,0,0,24,1,0,0,73,1
19193,79,36,0,1,0,36,2,1,0,28,0
19194,20,95,1,1,0,43,3,0,0,95,1
19195,0,80,1,1,0,42,3,2,1,80,1
19196,42,95,1,3,1,5,0,15,2,95,1
19197,71,39,0,1,0,11,0,0,0,39,0
19198,164,57,1,2,1,20,0,8,2,57,1
19199,108,66,1,2,1,28,1,8,2,66,1
19200,133,52,1,1,0,36,2,4,1,52,1
19201,67,55,1,1,0,43,3,2,1,55,1
19202,45,67,1,1,0,37,2,0,0,67,1
19203,164,54,1,1,0,32,2,5,2,54,1
19204,125,153,3,4,1,98,3,6,2,153,3
19205,164,78,1,3,1,10,0,22,2,78,1
19206,84,64,1,1,0,28,1,6,2,64,1
19207,123,43,0,1,0,43,3,0,0,23,0
19208,37,70,1,2,1,28,1,5,2,70,1
19209,108,54,1,1,0,40,2,1,0,54,1
19210,83,106,2,1,0,25,1,0,0,106,2
19211,122,164,3,1,0,31,1,0,0,164,3
19212,155,29,0,0,0,29,1,1,0,15,0
19213,111,32,0,1,0,32,2,4,1,28,0
19214,164,86,1,2,1,19,0,23,2,86,1
19215,4,83,1,1,0,46,3,1,0,83,1
19216,62,102,2,2,1,58,3,1,0,102,2
19217,12,173,3,3,1,149,3,0,0,173,3
19218,68,33,0,1,0,33,2,3,1,16,0
19219,122,48,0,2,1,29,1,0,0,48,0
19220,13,46,0,1,0,18,0,0,0,46,0
19221,68,34,0,1,0,34,2,4,1,21,0
19222,46,165,3,3,1,13,0,18,2,165,3
19223,169,82,1,2,1,46,3,6,2,82,1
19224,37,22,0,0,0,22,1,0,0,6,0
19225,71,50,0,1,0,4,0,2,1,50,0
19226,108,65,1,1,0,47,3,1,0,65,1
19227,7,34,0,1,0,34,2,1,0,26,0
19228,71,42,0,1,0,7,0,1,0,42,0
19229,164,59,1,2,1,21,0,13,2,59,1
19230,37,71,1,2,1,27,1,6,2,71,1
19231,168,60,1,1,0,16,0,2,1,60,1
19232,108,63,1,1,0,44,3,1,0,63,1
19233,108,48,0,1,0,48,3,1,0,33,0
19234,71,68,1,1,0,4,0,6,2,68,1
19235,122,93,1,2,1,47,3,1,0,93,1
19236,164,74,1,2,1,18,0,19,2,74,1
19237,154,30,0,1,0,28,1,1,0,30,0
19238,133,53,1,1,0,44,3,0,0,53,1
19239,71,132,2,2,1,31,1,6,2,132,2
19240,38,34,0,1,0,34,2,0,0,3,0
19241,71,33,0,1,0,27,1,0,0,33,0
19242,164,52,1,1,0,45,3,2,1,52,1
19243,164,48,0,1,0,48,3,1,0,40,0
19244,122,225,4,10,1,9,0,23,2,225,4
19245,125,135,2,3,1,30,1,10,2,135,2
19246,7,39,0,1,0,39,2,0,0,11,0
19247,123,35,0,1,0,35,2,0,0,6,0
19248,122,165,3,4,1,57,3,9,2,165,3
19250,123,48,0,1,0,48,3,1,0,33,0
19251,123,29,0,1,0,29,1,0,0,10,0
19252,164,69,1,2,1,33,2,5,2,69,1
19253,123,37,0,1,0,37,2,0,0,29,0
19254,164,50,0,1,0,32,2,5,2,50,0
19255,133,67,1,1,0,64,3,0,0,67,1
19256,1,23,0,0,0,21,0,0,0,23,0
19257,122,163,3,1,0,35,2,0,0,163,3
19258,122,173,3,4,1,161,3,1,0,173,3
19259,12,175,3,1,0,50,3,1,0,175,3
19260,0,80,1,1,0,36,2,4,1,80,1
19261,155,28,0,0,0,28,1,1,0,14,0
19262,68,31,0,1,0,31,1,4,1,24,0
19263,123,46,0,1,0,44,3,1,0,46,0
19264,164,64,1,2,1,30,1,6,2,64,1
19265,164,67,1,2,1,14,0,19,2,67,1
19266,164,57,1,2,1,23,1,13,2,57,1
19267,164,132,2,3,1,20,0,12,2,132,2
19268,164,72,1,2,1,18,0,18,2,72,1
19269,125,49,0,2,1,49,3,0,0,32,0
19270,122,94,1,2,1,56,3,1,0,94,1
19271,133,68,1,1,0,38,2,3,1,68,1
19272,133,55,1,1,0,15,0,10,2,55,1
19273,164,72,1,2,1,3,0,12,2,72,1
19274,164,80,1,3,1,4,0,17,2,80,1
19275,65,55,1,0,0,34,2,0,0,55,1
19276,122,171,3,4,1,171,3,1,0,170,3
19277,111,36,0,1,0,36,2,1,0,22,0
19278,62,15,0,0,0,15,0,0,0,10,0
19279,108,64,1,1,0,39,2,2,1,64,1
19280,71,75,1,2,1,3,0,6,2,75,1
19281,65,52,1,1,0,37,2,0,0,52,1
19282,83,79,1,2,1,15,0,5,2,79,1
19283,125,39,0,1,0,39,2,0,0,30,0
19284,122,163,3,3,1,163,3,0,0,158,3
19285,133,50,0,1,0,29,1,4,1,50,0
19286,133,60,1,1,0,31,1,3,1,60,1
19287,58,73,1,1,0,39,2,1,0,73,1
19288,18,79,1,2,1,21,0,2,1,79,1
19289,155,45,0,1,0,33,2,2,1,45,0
19290,64,31,0,1,0,31,1,3,1,25,0
19291,166,25,0,1,0,21,0,0,0,25,0
19292,71,25,0,1,0,4,0,0,0,25,0
19293,48,82,1,3,1,20,0,1,0,82,1
19294,146,77,1,2,1,18,0,1,0,77,1
19295,164,35,0,1,0,35,2,1,0,30,0
19296,164,45,0,1,0,42,3,2,1,45,0
19297,3,66,1,1,0,45,3,0,0,66,1
19298,12,181,3,3,1,107,3,3,1,181,3
19299,68,32,0,1,0,30,1,1,0,32,0
19300,164,48,0,1,0,38,2,3,1,48,0
19301,164,48,0,1,0,48,3,1,0,41,0
19302,164,50,0,1,0,32,2,3,1,50,0
19303,164,28,0,1,0,28,1,1,0,28,0
19304,65,44,0,1,0,44,3,0,0,32,0
19305,46,96,1,1,0,35,2,1,0,96,1
19306,46,157,3,1,0,33,2,2,1,157,3
19307,122,86,1,2,1,18,0,4,1,86,1
19309,110,38,0,1,0,25,1,3,1,38,0
19310,108,57,1,1,0,57,3,0,0,49,0
19312,164,55,1,2,1,19,0,8,2,55,1
19313,164,63,1,1,0,42,3,2,1,63,1
19314,0,42,0,1,0,42,3,0,0,35,0
19315,122,165,3,4,1,76,3,8,2,165,3
19316,65,34,0,1,0,34,2,0,0,33,0
19317,53,17,0,0,0,17,0,1,0,14,0
19318,122,100,2,2,1,14,0,7,2,100,2
19319,21,72,1,1,0,45,3,0,0,72,1
19320,133,43,0,1,0,43,3,0,0,26,0
19321,164,48,0,1,0,42,3,1,0,48,0
19322,129,37,0,0,0,37,2,0,0,28,0
19323,4,27,0,1,0,27,1,0,0,24,0
19324,164,57,1,1,0,40,2,1,0,57,1
19325,133,64,1,1,0,55,3,0,0,64,1
19326,122,156,3,3,1,63,3,2,1,156,3
19327,123,40,0,1,0,39,2,1,0,40,0
19328,143,66,1,1,0,65,3,0,0,66,1
19329,105,99,1,2,1,15,0,5,2,99,1
19331,0,44,0,1,0,44,3,0,0,40,0
19332,123,42,0,1,0,42,3,1,0,17,0
19333,34,53,1,1,0,19,0,0,0,53,1
19334,133,68,1,1,0,64,3,0,0,68,1
19335,164,74,1,1,0,74,3,2,1,24,0
19336,46,35,0,1,0,30,1,0,0,35,0
19337,51,54,1,1,0,41,3,0,0,54,1
19338,11,40,0,1,0,17,0,0,0,40,0
19339,126,60,1,1,0,42,3,0,0,60,1
19340,122,66,1,2,1,46,3,1,0,66,1
19341,19,41,0,0,0,20,0,0,0,41,0
19342,125,71,1,2,1,71,3,1,0,65,1
19343,0,74,1,1,0,39,2,1,0,74,1
19344,46,119,2,1,0,15,0,4,1,119,2
19345,108,56,1,1,0,45,3,1,0,56,1
19346,71,41,0,1,0,7,0,2,1,41,0
19347,164,65,1,3,1,11,0,12,2,65,1
19348,45,63,1,1,0,39,2,0,0,63,1
19349,0,61,1,1,0,44,3,1,0,61,1
19350,154,47,0,1,0,47,3,0,0,12,0
19351,108,65,1,1,0,65,3,0,0,64,1
19352,123,48,0,1,0,48,3,0,0,23,0
19353,123,35,0,1,0,35,2,0,0,21,0
19354,164,52,1,1,0,52,3,1,0,49,0
19355,64,63,1,1,0,27,1,6,2,63,1
19356,129,38,0,1,0,38,2,0,0,32,0
19357,129,44,0,1,0,39,2,1,0,44,0
19358,77,144,2,1,0,26,1,1,0,144,2
19359,133,61,1,1,0,57,3,0,0,61,1
19360,125,113,2,4,1,33,2,9,2,113,2
19361,169,51,1,1,0,46,3,3,1,51,1
19362,108,52,1,1,0,47,3,1,0,52,1
19363,71,38,0,1,0,24,1,0,0,38,0
19364,79,51,1,1,0,43,3,0,0,51,1
19365,71,58,1,1,0,26,1,0,0,58,1
19366,37,71,1,1,0,45,3,1,0,71,1
19367,66,46,0,1,0,24,1,0,0,46,0
19368,39,150,3,3,1,27,1,9,2,150,3
19369,164,36,0,1,0,36,2,0,0,33,0
19370,45,169,3,5,1,10,0,15,2,169,3
19371,65,45,0,1,0,45,3,0,0,31,0
19372,37,52,1,2,1,29,1,4,1,52,1
19373,133,50,0,1,0,31,1,3,1,50,0
19375,164,68,1,2,1,13,0,14,2,68,1
19376,105,32,0,0,0,25,1,0,0,32,0
19377,170,67,1,0,0,22,1,0,0,67,1
19378,68,27,0,1,0,23,1,5,2,27,0
19379,19,23,0,0,0,16,0,0,0,23,0
19380,114,26,0,1,0,26,1,1,0,26,0
19381,133,62,1,1,0,36,2,3,1,62,1
19382,97,270,4,15,1,43,3,9,2,270,4
19383,108,50,0,1,0,43,3,2,1,50,0
19384,164,34,0,1,0,33,2,5,2,34,0
19385,51,52,1,1,0,21,0,3,1,52,1
19386,125,145,2,3,1,145,3,1,0,103,2
19387,108,52,1,1,0,44,3,2,1,52,1
19388,155,37,0,1,0,37,2,2,1,23,0
19389,18,63,1,2,1,20,0,1,0,63,1
19390,37,119,2,1,0,25,1,0,0,119,2
19391,164,55,1,1,0,33,2,5,2,55,1
19392,15,83,1,2,1,13,0,3,1,83,1
19393,0,35,0,1,0,35,2,0,0,34,0
19394,122,76,1,1,0,29,1,0,0,76,1
19395,143,57,1,1,0,38,2,0,0,57,1
19396,133,55,1,1,0,31,1,3,1,55,1
19397,122,161,3,4,1,147,3,2,1,161,3
19398,67,74,1,1,0,37,2,2,1,74,1
19399,122,58,1,0,0,22,1,0,0,58,1
19400,122,171,3,1,0,38,2,0,0,171,3
19402,71,50,0,1,0,4,0,4,1,50,0
19403,164,58,1,1,0,28,1,2,1,58,1
19404,52,46,0,0,0,22,1,0,0,46,0
19405,82,103,2,1,0,45,3,0,0,103,2
19406,19,68,1,2,1,18,0,1,0,68,1
19407,122,123,2,0,0,27,1,0,0,123,2
19408,122,157,3,0,0,26,1,0,0,157,3
19409,164,56,1,2,1,22,1,10,2,56,1
19410,68,30,0,1,0,30,1,1,0,15,0
19411,164,42,0,1,0,28,1,5,2,42,0
19412,19,19,0,1,0,17,0,0,0,19,0
19413,50,96,1,1,0,17,0,1,0,96,1
19414,133,65,1,1,0,54,3,0,0,65,1
19415,37,58,1,1,0,58,3,1,0,44,0
19416,122,171,3,6,1,20,0,23,2,171,3
19417,108,69,1,1,0,69,3,0,0,56,1
19418,26,44,0,1,0,19,0,1,0,44,0
19419,27,32,0,1,0,22,1,0,0,32,0
19420,122,61,1,1,0,20,0,1,0,61,1
19421,122,84,1,3,1,26,1,5,2,84,1
19422,71,62,1,1,0,24,1,1,0,62,1
19423,164,93,1,3,1,20,0,19,2,93,1
19425,62,50,0,1,0,7,0,17,2,50,0
19426,71,38,0,1,0,23,1,0,0,38,0
19427,71,24,0,0,0,24,1,0,0,19,0
19428,37,48,0,1,0,37,2,2,1,48,0
19429,45,166,3,3,1,11,0,9,2,166,3
19430,164,50,0,2,1,50,3,4,1,47,0
19431,123,43,0,1,0,43,3,0,0,9,0
19432,20,65,1,1,0,49,3,0,0,65,1
19433,1,24,0,0,0,24,1,0,0,9,0
19434,108,71,1,1,0,50,3,0,0,71,1
19435,1,20,0,0,0,15,0,0,0,20,0
19436,111,40,0,1,0,40,2,1,0,21,0
19437,26,39,0,1,0,6,0,0,0,39,0
19438,123,33,0,1,0,33,2,1,0,22,0
19439,126,58,1,3,1,37,2,1,0,58,1
19440,164,59,1,2,1,33,2,5,2,59,1
19441,53,42,0,0,0,14,0,1,0,42,0
19442,68,49,0,1,0,22,1,8,2,49,0
19443,46,179,3,8,1,7,0,11,2,179,3
19444,122,83,1,0,0,22,1,0,0,83,1
19445,113,25,0,0,0,23,1,0,0,25,0
19446,102,82,1,1,0,26,1,0,0,82,1
19447,122,183,3,6,1,40,2,13,2,183,3
19448,83,35,0,1,0,35,2,0,0,29,0
19449,122,172,3,2,1,39,2,2,1,172,3
19450,164,52,1,1,0,32,2,3,1,52,1
19451,1,34,0,1,0,34,2,1,0,28,0
19452,64,95,1,2,1,24,1,12,2,95,1
19453,65,44,0,1,0,44,3,0,0,36,0
19454,122,45,0,1,0,19,0,1,0,45,0
19455,71,50,0,0,0,28,1,0,0,50,0
19456,71,44,0,1,0,22,1,0,0,44,0
19457,12,96,1,1,0,25,1,1,0,96,1
19458,122,170,3,6,1,19,0,12,2,170,3
19459,133,52,1,1,0,36,2,2,1,52,1
19460,133,45,0,1,0,34,2,4,1,45,0
19461,164,70,1,1,0,19,0,3,1,70,1
19462,125,187,3,4,1,187,3,3,1,147,2
19463,133,34,0,0,0,34,2,1,0,16,0
19464,22,55,1,2,1,15,0,1,0,55,1
19465,122,58,1,0,0,23,1,0,0,58,1
19466,122,82,1,2,1,82,3,1,0,61,1
19467,68,54,1,1,0,17,0,11,2,54,1
19468,51,128,2,1,0,28,1,2,1,128,2
19469,37,139,2,1,0,26,1,0,0,139,2
19470,122,30,0,1,0,28,1,0,0,30,0
19471,15,54,1,2,1,18,0,3,1,54,1
19472,148,70,1,2,1,28,1,0,0,70,1
19473,164,62,1,1,0,27,1,7,2,62,1
19474,133,33,0,0,0,33,2,0,0,15,0
19475,15,63,1,1,0,16,0,10,2,63,1
19476,12,183,3,2,1,122,3,0,0,183,3
19477,39,51,1,1,0,12,0,0,0,51,1
19478,93,35,0,1,0,29,1,1,0,35,0
19479,164,38,0,2,1,35,2,7,2,38,0
19480,84,40,0,1,0,28,1,4,1,40,0
19481,164,38,0,1,0,33,2,5,2,38,0
19482,122,163,3,1,0,33,2,2,1,163,3
19483,133,65,1,1,0,33,2,3,1,65,1
19484,155,28,0,1,0,28,1,1,0,25,0
19485,37,145,2,1,0,25,1,13,2,145,2
19486,159,87,1,1,0,20,0,1,0,87,1
19487,133,53,1,1,0,34,2,2,1,53,1
19488,12,185,3,1,0,76,3,2,1,185,3
19489,122,114,2,1,0,53,3,0,0,114,2
19490,44,155,3,1,0,20,0,1,0,155,3
19491,105,57,1,1,0,24,1,1,0,57,1
19492,71,25,0,0,0,6,0,0,0,25,0
19493,87,81,1,1,0,37,2,2,1,81,1
19494,122,63,1,0,0,23,1,0,0,63,1
19495,143,44,0,1,0,34,2,0,0,44,0
19496,83,53,1,1,0,16,0,3,1,53,1
19497,71,106,2,3,1,4,0,9,2,106,2
19498,163,36,0,1,0,36,2,0,0,21,0
19499,83,50,0,1,0,18,0,2,1,50,0
19500,71,96,1,3,1,10,0,6,2,96,1
19501,122,173,3,5,1,117,3,6,2,173,3
19502,55,52,1,2,1,9,0,0,0,52,1
19503,100,60,1,1,0,48,3,0,0,60,1
19504,164,51,1,2,1,47,3,4,1,51,1
19505,166,42,0,1,0,19,0,0,0,42,0
19506,91,110,2,0,0,35,2,0,0,110,2
19507,133,64,1,1,0,51,3,0,0,64,1
19508,108,70,1,1,0,63,3,0,0,70,1
19509,122,165,3,3,1,111,3,4,1,165,3
19510,155,38,0,1,0,38,2,0,0,37,0
19511,133,55,1,1,0,47,3,0,0,55,1
19512,50,162,3,1,0,45,3,0,0,162,3
19513,12,174,3,5,1,46,3,9,2,174,3
19514,62,24,0,0,0,11,0,11,2,24,0
19515,168,95,1,2,1,16,0,3,1,95,1
19516,164,46,0,1,0,46,3,1,0,41,0
19517,119,41,0,1,0,41,3,0,0,38,0
19518,108,94,1,1,0,43,3,0,0,94,1
19519,122,182,3,1,0,34,2,1,0,182,3
19520,164,66,1,2,1,31,1,5,2,66,1
19521,0,41,0,1,0,41,3,0,0,24,0
19522,164,48,0,1,0,44,3,2,1,48,0
19523,122,83,1,2,1,21,0,5,2,83,1
19524,35,46,0,0,0,29,1,0,0,46,0
19525,123,80,1,2,1,44,3,2,1,80,1
19526,122,109,2,2,1,45,3,3,1,109,2
19527,164,51,1,1,0,34,2,3,1,51,1
19528,164,74,1,1,0,60,3,2,1,74,1
19529,84,50,0,1,0,38,2,2,1,50,0
19530,133,66,1,1,0,58,3,0,0,66,1
19531,125,167,3,8,1,1,0,22,2,167,3
19532,133,62,1,1,0,53,3,0,0,62,1
19533,0,40,0,1,0,40,2,0,0,21,0
19534,155,40,0,1,0,40,2,0,0,14,0
19535,93,64,1,1,0,39,2,0,0,64,1
19536,123,39,0,1,0,39,2,0,0,20,0
19537,58,66,1,1,0,51,3,0,0,66,1
19538,164,35,0,1,0,27,1,2,1,35,0
19539,133,53,1,1,0,44,3,0,0,53,1
19540,122,500,5,1,0,63,3,1,0,500,5
19541,65,35,0,1,0,35,2,0,0,28,0
19542,51,33,0,1,0,28,1,1,0,33,0
19543,123,61,1,1,0,27,1,9,2,61,1
19544,37,33,0,1,0,33,2,1,0,28,0
19545,122,37,0,0,0,24,1,0,0,37,0
19546,5,156,3,4,1,41,3,3,1,156,3
19547,125,193,3,5,1,193,3,5,2,155,3
19548,46,168,3,4,1,3,0,18,2,168,3
19549,164,62,1,2,1,25,1,11,2,62,1
19550,122,268,4,1,0,46,3,1,0,268,4
19551,12,500,5,1,0,43,3,0,0,428,5
19552,38,39,0,1,0,39,2,0,0,15,0
19553,48,45,0,1,0,17,0,0,0,45,0
19554,84,36,0,1,0,27,1,3,1,36,0
19555,133,38,0,1,0,38,2,0,0,27,0
19556,123,33,0,1,0,33,2,0,0,33,0
19557,45,76,1,1,0,42,3,1,0,76,1
19558,133,33,0,1,0,33,2,3,1,33,0
19559,71,76,1,2,1,13,0,9,2,76,1
19560,26,33,0,0,0,23,1,0,0,33,0
19561,15,53,1,1,0,23,1,0,0,53,1
19562,68,29,0,0,0,29,1,3,1,23,0
19563,164,49,0,1,0,30,1,10,2,49,0
19564,164,62,1,1,0,45,3,4,1,62,1
19565,71,26,0,1,0,11,0,1,0,26,0
19566,129,30,0,1,0,30,1,3,1,28,0
19567,123,55,1,1,0,29,1,1,0,55,1
19568,48,95,1,4,1,16,0,2,1,95,1
19569,164,65,1,2,1,22,1,6,2,65,1
19570,108,48,0,1,0,48,3,2,1,29,0
19571,9,34,0,1,0,34,2,0,0,20,0
19572,122,500,5,1,0,42,3,0,0,424,5
19573,133,32,0,1,0,32,2,3,1,27,0
19574,37,48,0,1,0,19,0,4,1,48,0
19575,111,45,0,0,0,30,1,2,1,45,0
19576,164,54,1,1,0,18,0,13,2,54,1
19577,71,17,0,0,0,17,0,1,0,16,0
19578,105,44,0,0,0,22,1,0,0,44,0
19579,12,204,4,2,1,154,3,1,0,204,4
19580,123,33,0,1,0,30,1,0,0,33,0
19581,15,89,1,3,1,14,0,2,1,89,1
19582,122,147,2,1,0,42,3,0,0,147,2
19583,45,63,1,1,0,30,1,1,0,63,1
19584,164,71,1,1,0,26,1,4,1,71,1
19585,83,82,1,1,0,19,0,1,0,82,1
19586,133,33,0,1,0,32,2,2,1,33,0
19587,105,58,1,0,0,31,1,0,0,58,1
19588,122,155,3,1,0,40,2,0,0,155,3
19589,90,52,1,1,0,23,1,1,0,52,1
19590,164,81,1,2,1,8,0,29,2,81,1
19591,122,89,1,2,1,44,3,1,0,89,1
19592,125,197,3,5,1,197,3,6,2,159,3
19593,21,45,0,1,0,42,3,0,0,45,0
19594,164,81,1,2,1,10,0,29,2,81,1
19595,67,29,0,0,0,29,1,1,0,23,0
19596,110,34,0,1,0,34,2,0,0,15,0
19598,29,123,2,0,0,18,0,0,0,123,2
19599,164,45,0,1,0,41,3,3,1,45,0
19600,122,149,2,1,0,40,2,0,0,149,2
19601,125,209,4,6,1,209,3,3,1,175,3
19602,129,38,0,1,0,29,1,4,1,38,0
19603,51,32,0,1,0,29,1,1,0,32,0
19604,137,58,1,1,0,42,3,1,0,58,1
19605,37,51,1,1,0,20,0,5,2,51,1
19606,163,68,1,1,0,44,3,0,0,68,1
19607,136,91,1,2,1,84,3,4,1,91,1
19608,133,35,0,1,0,35,2,2,1,25,0
19609,65,52,1,1,0,43,3,0,0,52,1
19610,66,68,1,3,1,3,0,6,2,68,1
19611,164,49,0,1,0,29,1,6,2,49,0
19612,10,140,2,1,0,19,0,1,0,140,2
19613,122,152,3,1,0,48,3,0,0,152,3
19614,156,78,1,1,0,20,0,0,0,78,1
19615,123,25,0,1,0,25,1,0,0,20,0
19616,133,39,0,0,0,39,2,0,0,21,0
19617,49,65,1,1,0,20,0,4,1,65,1
19618,108,59,1,1,0,41,3,1,0,59,1
19619,83,60,1,1,0,24,1,2,1,60,1
19620,164,75,1,2,1,14,0,25,2,75,1
19621,123,45,0,1,0,45,3,2,1,19,0
19622,4,90,1,1,0,32,2,0,0,90,1
19623,164,83,1,3,1,6,0,30,2,83,1
19624,64,39,0,1,0,39,2,3,1,31,0
19625,71,91,1,3,1,2,0,6,2,91,1
19626,155,36,0,0,0,36,2,0,0,12,0
19627,66,113,2,4,1,3,0,15,2,113,2
19628,71,79,1,2,1,12,0,9,2,79,1
19629,71,18,0,0,0,17,0,0,0,18,0
19630,71,64,1,2,1,3,0,4,1,64,1
19631,133,37,0,1,0,37,2,1,0,23,0
19632,71,154,3,5,1,10,0,18,2,154,3
19633,64,45,0,1,0,35,2,3,1,45,0
19634,155,34,0,1,0,28,1,3,1,34,0
19635,122,500,5,1,0,69,3,1,0,500,5
19636,166,21,0,0,0,21,0,0,0,10,0
19637,122,101,2,2,1,42,3,0,0,101,2
19638,142,36,0,1,0,36,2,1,0,35,0
19639,168,26,0,1,0,7,0,1,0,26,0
19640,164,54,1,1,0,48,3,2,1,54,1
19641,15,185,3,36,1,10,0,22,2,185,3
19642,51,32,0,0,0,32,2,0,0,20,0
19643,123,32,0,1,0,32,2,1,0,29,0
19644,133,29,0,0,0,29,1,1,0,24,0
19645,0,32,0,1,0,30,1,1,0,32,0
19646,33,125,2,1,0,37,2,0,0,125,2
19647,133,37,0,0,0,37,2,0,0,20,0
19648,38,34,0,0,0,34,2,1,0,20,0
19649,62,36,0,1,0,17,0,7,2,36,0
19650,45,73,1,1,0,40,2,0,0,73,1
19651,22,79,1,1,0,19,0,0,0,79,1
19652,71,30,0,0,0,23,1,1,0,30,0
19653,122,153,3,0,0,26,1,0,0,153,3
19654,5,69,1,1,0,37,2,1,0,69,1
19655,64,36,0,1,0,36,2,0,0,7,0
19656,116,63,1,5,1,21,0,2,1,63,1
19657,164,52,1,1,0,24,1,9,2,52,1
19658,64,47,0,1,0,44,3,4,1,47,0
19659,122,500,5,0,0,37,2,0,0,471,5
19660,133,33,0,1,0,33,2,2,1,25,0
19661,129,36,0,1,0,31,1,3,1,36,0
19662,12,188,3,1,0,55,3,0,0,188,3
19663,133,35,0,1,0,35,2,2,1,25,0
19664,46,119,2,3,1,1,0,15,2,119,2
19665,108,51,1,1,0,51,3,0,0,34,0
19666,123,30,0,1,0,30,1,0,0,10,0
19667,125,81,1,2,1,77,3,8,2,81,1
19668,122,170,3,3,1,96,3,2,1,170,3
19669,64,57,1,1,0,52,3,2,1,57,1
19670,164,39,0,1,0,19,0,6,2,39,0
19671,164,89,1,3,1,11,0,22,2,89,1
19672,7,37,0,0,0,37,2,1,0,18,0
19673,87,37,0,1,0,32,2,1,0,37,0
19674,166,24,0,0,0,24,1,0,0,10,0
19675,133,44,0,1,0,35,2,2,1,44,0
19676,46,51,1,1,0,18,0,1,0,51,1
19677,90,51,1,1,0,23,1,0,0,51,1
19678,164,61,1,2,1,26,1,18,2,61,1
19679,155,66,1,1,0,66,3,1,0,28,0
19680,37,52,1,1,0,27,1,3,1,52,1
19681,6,50,0,1,0,36,2,1,0,50,0
19683,133,46,0,1,0,34,2,2,1,46,0
19684,164,58,1,1,0,22,1,8,2,58,1
19685,153,100,2,0,0,34,2,0,0,100,2
19686,133,42,0,0,0,32,2,1,0,42,0
